Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Ford,F-150,"30,280 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$32,997 "
GMC,Sierra 1500,"102,940 miles",2014,White,Brown,"1 accident, 2 Owners, Personal use","$22,990 "
Nissan,Frontier,"15,648 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$27,990 "
Ford,F-150,"31,775 miles",2019,Black,Beige,"No accidents, 1 Owner, Personal use","$53,822 "
Ram,2500,"12,826 miles",2019,Gray,Black,"No accidents, 2 Owners, Personal use","$61,928 "
Ram,1500 Classic,"2,940 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$36,769 "
Ford,F-150,"21,167 miles",2018,Blue,Black,"1 accident, 1 Owner, Personal use","$40,895 "
Ram,1500,"41,083 miles",2016,Silver,Black,"No accidents, Personal use","$34,950 "
Toyota,Tacoma,"24,360 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$27,987 "
GMC,Savana Commercial Cutaway,"42,341 miles",2004,White,Unknown,"No accidents, 1 Owner, Fleet use","$14,995 "
Ford,F-150,"14,636 miles",2019,Blue,Black,"1 accident, 1 Owner, Personal use","$40,400 "
Chevrolet,Silverado 2500HD,"59,322 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$29,394 "
Ford,F-150,"81,833 miles",2013,Black,Black,"No accidents, 3 Owners, Fleet use","$33,995 "
Chevrolet,Silverado 1500,"12,518 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$44,999 "
Toyota,Tacoma,"149,959 miles",2013,White,Gray,"No accidents, 1 Owner, Personal use","$20,261 "
Nissan,Frontier,"10,448 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$29,990 "
Ford,F-150,"10,891 miles",2016,Black,Black,"No accidents, 1 Owner, Personal use","$47,995 "
Ford,F-150,"22,298 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$37,495 "
Ford,F-150,"73,356 miles",2015,Yellow,Gray,"No accidents, 2 Owners, Fleet use","$24,999 "
GMC,Sierra 2500HD,"63,829 miles",2016,Silver,Black,"No accidents, 1 Owner, Personal use","$35,100 "
Ram,1500 Classic,"2,300 miles",2020,Silver,Black,"No accidents, 1 Owner, Personal use","$36,784 "
Nissan,Frontier,"19,778 miles",2018,Black,Gray,"No accidents, 2 Owners, Personal use","$22,990 "
Ford,Super Duty F-450 Chassis Cab,"211,278 miles",2004,Unknown,Unknown,"No accidents, 1 Owner, Fleet use","$11,495 "
Ford,Super Duty F-350,"46,934 miles",2017,White,Unknown,"No accidents, 1 Owner, Personal use","$47,987 "
Ford,F-150,"187,592 miles",2014,Gray,Black,"No accidents, 2 Owners, Personal use","$18,499 "
GMC,Sierra 1500,"116,672 miles",2014,White,Brown,"No accidents, 1 Owner, Fleet use","$26,995 "
Ram,1500 Classic,"31,040 miles",2019,Blue,Black,"No accidents, 1 Owner, Fleet use","$30,899 "
Toyota,Tacoma,"7,651 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$33,499 "
GMC,Sierra 1500,"110,097 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,900 "
Ford,Super Duty F-250,"113,718 miles",2013,White,Gray,"No accidents, 2 Owners, Personal use","$22,950 "
Ram,1500,"59,723 miles",2016,Gray,Gray,"No accidents, 2 Owners, Personal use","$25,450 "
Ram,1500,"58,385 miles",2018,Black,Gray,"1 accident, 1 Owner, Personal use","$30,699 "
Ram,1500,"70,227 miles",2014,Unknown,Black,"No accidents, 1 Owner, Personal use","$26,995 "
Ram,2500,"171,397 miles",2011,White,Gray,"No accidents, 2 Owners, Personal use","$14,995 "
Chevrolet,Silverado 1500,"90,560 miles",2015,White,Black,"No accidents, 1 Owner, Personal use","$25,299 "
Ford,F-150,"143,016 miles",2012,Unknown,Gray,"No accidents, 2 Owners, Personal use","$16,650 "
Ford,Super Duty F-350,"132,863 miles",2014,Blue,Unknown,"No accidents, 1 Owner, Personal use","$34,900 "
Ram,1500,"88,533 miles",2016,Unknown,Unknown,"No accidents, 2 Owners, Personal use","$31,950 "
Ford,F-150,"44,151 miles",2015,Silver,Unknown,"No accidents, 1 Owner, Personal use","$34,950 "
Ford,F-150,"125,280 miles",2015,White,Unknown,"1 accident, 2 Owners, Personal use","$24,950 "
Ford,F-150,"97,479 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$32,900 "
Ram,1500,"79,543 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$22,900 "
GMC,Sierra 1500,"58,206 miles",2015,Black,Unknown,"No accidents, 1 Owner, Personal use","$32,900 "
Ram,2500,"72,321 miles",2014,White,Gray,"No accidents, 1 Owner, Personal use","$33,900 "
Ford,F-150,"96,993 miles",2016,Green,Gray,"No accidents, Personal use","$24,900 "
Ram,1500,"79,343 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$20,900 "
Ford,F-150,"96,552 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$27,900 "
Ford,F-150,"106,149 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$26,900 "
Ford,Super Duty F-350,"65,940 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$35,900 "
Chevrolet,Silverado 1500,"76,816 miles",2014,Silver,Gray,"No accidents, 1 Owner, Personal use","$28,900 "
Ram,3500,"154,268 miles",2014,White,Gray,"No accidents, 1 Owner, Personal use","$24,900 "
GMC,Sierra 1500,"90,603 miles",2015,Silver,Gray,"No accidents, 1 Owner, Personal use","$28,600 "
Nissan,Titan,"58,447 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$24,900 "
GMC,Sierra 1500,"88,778 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$26,900 "
Chevrolet,Silverado 1500,"39,365 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$28,900 "
Ram,1500,"117,094 miles",2013,White,Gray,"No accidents, 1 Owner, Personal use","$16,900 "
GMC,Sierra 1500,"110,097 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,900 "
Ram,1500,"91,775 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$19,900 "
Ram,1500,"72,147 miles",2016,Red,Gray,"No accidents, 1 Owner, Personal use","$31,900 "
Ford,F-150,"72,869 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$29,900 "
Ford,Ranger,"2,701 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$35,990 "
Chevrolet,Silverado 2500HD,"59,322 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$29,394 "
Ford,F-150,"125,445 miles",2013,Blue,Black,"No accidents, 1 Owner, Personal use","$18,900 "
Toyota,Tacoma,"54,603 miles",2017,White,Gray,"1 accident, 2 Owners, Fleet use","$28,900 "
Ford,F-150,"26,614 miles",2018,White,Black,"1 accident, 1 Owner, Personal use","$50,591 "
Ford,F-150,"124,513 miles",2013,Blue,Unknown,"No accidents, 2 Owners, Personal use","$18,337 "
Chevrolet,Avalanche,"76,752 miles",2013,Silver,Black,"No accidents, 4 Owners, Personal use","$24,700 "
Ford,F-150,"96,342 miles",2010,Red,Unknown,"1 accident, 4 Owners, Personal use","$15,337 "
Ford,F-150,"40,213 miles",2018,Black,Unknown,"No accidents, Personal use","$36,680 "
Chevrolet,Silverado 1500,"79,245 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$36,981 "
Ford,F-150,"2,806 miles",2018,Red,Black,"No accidents, 1 Owner, Personal use","$41,990 "
Ram,3500,"25,171 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$35,451 "
Ford,F-150,"25,073 miles",2019,White,Unknown,"No accidents, 1 Owner, Fleet use","$32,495 "
Chevrolet,Silverado 1500,"17,087 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$35,400 "
Ford,F-150,"98,910 miles",2016,Blue,Unknown,"No accidents, 1 Owner, Personal use","$25,999 "
Chevrolet,Silverado 2500HD,"162,906 miles",2015,White,Black,"No accidents, 2 Owners, Personal use","$22,000 "
Ford,F-150,"55,527 miles",2016,White,Gray,"No accidents, 1 Owner, Fleet use","$19,995 "
Ram,2500,"87,038 miles",2015,Silver,Gray,"1 accident, 1 Owner, Personal use","$24,995 "
Chevrolet,Silverado 1500,"47,901 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$32,291 "
Nissan,Frontier,"38,232 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use","$26,977 "
GMC,Sierra 1500,"156,180 miles",2012,White,Black,"No accidents, 4 Owners, Fleet use","$14,771 "
Ram,1500,"90,669 miles",2012,Maroon,Gray,"2 accidents, 1 Owner, Personal use","$19,180 "
Ram,2500,"79,789 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$24,682 "
Ram,1500,"95,127 miles",2017,Gray,Gray,"No accidents, 1 Owner, Personal use","$26,927 "
Nissan,Frontier,"9,659 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$27,990 "
Nissan,Frontier,"79,673 miles",2012,Gray,Gray,"No accidents, 2 Owners, Personal use","$16,459 "
Toyota,Tundra,"275,604 miles",2010,Red,Black,"2 accidents, 2 Owners, Personal use","$13,989 "
Chevrolet,Silverado 1500,"47,366 miles",2018,White,Brown,"No accidents, 1 Owner, Personal use","$37,500 "
GMC,Sierra 1500,"112,673 miles",2015,Black,Black,"No accidents, 2 Owners, Personal use","$24,986 "
Ford,F-150,"61,277 miles",2017,White,Gray,"No accidents, Personal use","$30,900 "
Ford,F-150,"155,491 miles",2014,Silver,Unknown,"No accidents, 1 Owner, Personal use","$17,982 "
GMC,Sierra 1500,"33,771 miles",2018,Black,Gray,"No accidents, Personal use","$29,900 "
Chevrolet,Silverado 1500,"49,735 miles",2017,Red,Black,"No accidents, 1 Owner, Personal use","$32,997 "
Chevrolet,Silverado 1500,"35,502 miles",2019,Gray,Black,"No accidents, Personal use","$46,991 "
Ram,1500,"46,570 miles",2016,White,Gray,"No accidents, 2 Owners, Personal use","$19,900 "
Ford,Super Duty F-350,"13,474 miles",2019,Unknown,Unknown,"No accidents, Personal use","$52,995 "
Toyota,Tacoma,"85,033 miles",2011,Red,Gray,"1 accident, 3 Owners, Personal use","$18,498 "
Ram,1500,"11,780 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$35,791 "
Toyota,Tacoma,"91,337 miles",2016,Red,Unknown,"1 accident, 1 Owner, Personal use","$25,950 "
Ram,1500,"24,462 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$29,395 "
Ram,2500,"40,588 miles",2014,Gray,Gray,"1 accident, 1 Owner, Personal use","$29,998 "
Chevrolet,Silverado 1500,"34,546 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$38,969 "
Chevrolet,Silverado 3500HD,"100,044 miles",2015,White,Gray,"No accidents, 1 Owner, Personal use","$29,995 "
Ford,F-150,"17,621 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$40,999 "
Ford,F-150,"55,147 miles",2011,Gray,Black,"1 accident, 2 Owners, Personal use","$21,997 "
Ram,1500,"39,712 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$24,284 "
Chevrolet,Colorado,"2,570 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$26,990 "
Nissan,Frontier,"14,248 miles",2018,Blue,Gray,"No accidents, 1 Owner, Personal use","$30,999 "
Ram,1500,"54,426 miles",2016,Blue,Gray,"No accidents, 2 Owners, Personal use","$24,195 "
Ram,1500,"13,900 miles",2019,White,Black,"No accidents, 2 Owners, Personal use","$40,225 "
Dodge,Ram 1500,"171,881 miles",2005,Red,Gray,"1 accident, 5 Owners, Personal use","$7,990 "
Chevrolet,Silverado 1500,"17,087 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$35,400 "
Toyota,Tacoma,"21,296 miles",2018,Gray,Black,"No accidents, 1 Owner, Personal use","$35,983 "
Ram,1500 Classic,"3,056 miles",2020,Silver,Black,"No accidents, 1 Owner, Personal use","$36,779 "
Chevrolet,Silverado 1500,"19,354 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$37,500 "
Ram,1500,"60,291 miles",2016,Red,Gray,"No accidents, 2 Owners, Personal use","$19,990 "
Chevrolet,Silverado 1500,"81,867 miles",2015,White,Unknown,"No accidents, 2 Owners, Personal use","$34,999 "
Ford,F-150,"100,310 miles",2016,Blue,Gray,"No accidents, 1 Owner, Personal use","$26,495 "
GMC,Sierra 1500,"66,271 miles",2017,Red,Black,"1 accident, 1 Owner, Personal use","$42,000 "
Ford,F-150,"24,029 miles",2018,Blue,Gray,"No accidents, 1 Owner, Personal use","$39,391 "
Ford,F-150,"40,303 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$58,900 "
Ram,1500,"61,729 miles",2015,Gray,Gray,"3 accidents, 2 Owners, Personal use","$31,995 "
Ram,1500,"49,327 miles",2017,Gray,Gray,"No accidents, 2 Owners, Personal use","$25,600 "
GMC,Sierra 1500,"113,607 miles",2014,White,Unknown,"No accidents, 2 Owners, Personal use","$22,800 "
Ford,F-150,"110,182 miles",2009,Blue,Unknown,"No accidents, 3 Owners, Personal use","$19,995 "
Ram,2500,"87,305 miles",2016,Black,Unknown,"No accidents, 1 Owner, Personal use","$39,800 "
Dodge,Ram 2500,"161,257 miles",2007,Black,Unknown,"1 accident, 5 Owners, Personal use",
Ram,2500,"92,730 miles",2011,White,Gray,"No accidents, 1 Owner, Personal use","$39,983 "
Ford,Super Duty F-350,"50,493 miles",2017,White,Brown,"No accidents, 1 Owner, Personal use","$58,900 "
Chevrolet,Silverado 1500,"156,459 miles",2015,Silver,Gray,"No accidents, 1 Owner, Personal use","$26,500 "
Ford,F-150,"142,639 miles",2013,Black,Gray,"No accidents, 2 Owners, Personal use","$17,500 "
Dodge,Dakota,"185,408 miles",2005,Blue,Unknown,"No accidents, 2 Owners, Personal use","$8,499 "
Dodge,Ram 2500,"216,400 miles",2005,Red,Gray,"No accidents, 5 Owners, Personal use","$17,400 "
Dodge,Ram 2500,"235,421 miles",2007,Blue,Unknown,"No accidents, 3 Owners, Personal use",
GMC,Sierra 2500HD,"192,543 miles",2010,Gray,Gray,"No accidents, 2 Owners, Personal use","$24,900 "
Chevrolet,Silverado 1500,"242,926 miles",2008,Silver,Gray,"No accidents, 2 Owners, Personal use",
GMC,Sierra 1500,"145,457 miles",2007,White,Black,"2 accidents, 1 Owner, Personal use",
Ram,1500,"85,250 miles",2015,Red,Gray,"No accidents, 3 Owners, Personal use","$24,601 "
Ram,1500,"30,846 miles",2017,Black,Gray,"No accidents, 2 Owners, Personal use","$30,601 "
Dodge,Ram 1500,"112,695 miles",2005,Red,Gray,"No accidents, 1 Owner, Personal use","$7,601 "
Chevrolet,Silverado 2500HD,"71,450 miles",2012,Black,Gray,"No accidents, 1 Owner, Personal use","$35,601 "
Ram,1500,"27,073 miles",2018,Silver,Gray,"1 accident, 1 Owner, Personal use","$33,601 "
Ford,Super Duty F-350,"49,344 miles",2015,Red,Black,"1 accident, 2 Owners, Personal use","$53,589 "
Ram,1500,"11,753 miles",2019,Blue,Black,"No accidents, Personal use","$47,899 "
Ram,1500,"66,299 miles",2015,Brown,Gray,"No accidents, 1 Owner, Personal use","$28,999 "
Ford,Super Duty F-250,"61,506 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use",
Ford,Super Duty F-250,"51,611 miles",2018,White,Brown,"No accidents, 1 Owner, Personal use","$57,750 "
Ford,F-150,"25,805 miles",2017,Blue,Unknown,"1 accident, 1 Owner, Personal use","$38,433 "
Ford,F-150,"36,001 miles",2018,Red,Black,"No accidents, 2 Owners, Personal use","$46,181 "
Ford,F-150,"46,049 miles",2018,Black,Gray,"No accidents, 3 Owners, Personal use","$37,394 "
Ford,F-150,"78,574 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$28,995 "
Nissan,Frontier,"19,775 miles",2019,Gray,Gray,"No accidents, 1 Owner, Personal use","$30,699 "
Ford,F-150,"131,711 miles",2012,Black,Unknown,"No accidents, 3 Owners, Fleet use",
GMC,Canyon,"17,516 miles",2017,Gray,Brown,"No accidents, 1 Owner, Personal use","$33,310 "
Nissan,Titan,"6,857 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$39,974 "
Nissan,Titan,"58,189 miles",2017,Blue,Black,"No accidents, 2 Owners, Fleet use","$29,999 "
Nissan,Titan,"5,851 miles",2020,Silver,Black,"No accidents, 1 Owner, Personal use","$43,324 "
Toyota,Tundra,"12,782 miles",2019,White,Unknown,"1 accident, 1 Owner, Personal use","$44,999 "
Ram,1500,"11,943 miles",2020,Silver,Black,"No accidents, 1 Owner, Personal use","$43,995 "
Ram,1500,"29,752 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$34,800 "
Toyota,Tundra,"125,934 miles",2012,Gray,Gray,"No accidents, 2 Owners, Personal use","$23,694 "
GMC,Sierra 1500,"18,554 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$48,999 "
Ford,F-150,"152,399 miles",2008,Silver,Gray,"2 accidents, 6 Owners, Personal use","$10,990 "
Ram,1500,"21,825 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$39,827 "
Toyota,Tacoma,"24,045 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$36,797 "
Ford,Super Duty F-250,"43,601 miles",2017,Gray,Unknown,"No accidents, 2 Owners, Fleet use","$54,984 "
Nissan,Frontier,"42,058 miles",2017,White,Beige,"No accidents, 2 Owners, Personal use","$23,990 "
Chevrolet,Silverado 1500,"11,621 miles",2020,Silver,Black,"No accidents, 1 Owner, Personal use","$39,999 "
Chevrolet,Silverado 1500,"106,440 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$26,600 "
Ram,1500,"18,753 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$39,444 "
GMC,Sierra 1500,"110,097 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$30,900 "
Chevrolet,Silverado 1500,"45,706 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$41,999 "
Chevrolet,Silverado 1500,"66,746 miles",2014,White,Black,"1 accident, 1 Owner, Personal use","$18,991 "
Ford,F-150,"25,980 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$33,888 "
Nissan,Frontier,"15,283 miles",2016,White,Beige,"No accidents, 1 Owner, Personal use","$21,950 "
GMC,Sierra 3500HD,"96,547 miles",2014,White,Beige,"No accidents, 2 Owners, Personal use","$37,999 "
Chevrolet,Silverado 1500,"47,579 miles",2015,Brown,Brown,"No accidents, 2 Owners, Personal use","$31,087 "
Chevrolet,Colorado,"23,237 miles",2018,Black,Black,"No accidents, 2 Owners, Personal use","$28,999 "
Ford,F-150,"65,693 miles",2015,Silver,Gray,"No accidents, 1 Owner, Personal use","$30,129 "
Ram,1500,"31,922 miles",2015,White,Gray,"1 accident, 1 Owner, Fleet use","$24,900 "
Ford,F-150,"111,651 miles",2009,White,Unknown,"1 accident, 3 Owners, Personal use","$18,900 "
Ford,F-150,"106,948 miles",2016,Silver,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"84,301 miles",2017,Red,Unknown,"No accidents, 1 Owner, Personal use","$30,500 "
Ford,F-150,"119,587 miles",2012,Silver,Unknown,"No accidents, 1 Owner, Personal use","$19,900 "
Toyota,Tacoma,"58,745 miles",2017,Silver,Unknown,"No accidents, 2 Owners, Personal use","$38,750 "
Dodge,Ram 2500,"198,214 miles",2007,White,Unknown,"No accidents, 2 Owners, Personal use","$23,750 "
Chevrolet,Silverado 2500HD,"142,033 miles",2014,White,Gray,"No accidents, 1 Owner, Fleet use","$34,795 "
Mercedes-Benz,Sprinter Cab Chassis,"135,386 miles",2014,White,Black,"1 accident, 1 Owner, Personal use","$23,795 "
Toyota,Tacoma,"33,698 miles",2017,Black,Unknown,"No accidents, 1 Owner, Personal use","$38,950 "
Ford,Super Duty F-250,"108,645 miles",2015,Blue,Black,"No accidents, 2 Owners, Personal use","$39,995 "
Dodge,Ram 1500,"176,248 miles",2009,White,Black,"3 accidents, 4 Owners, Personal use","$14,795 "
Ford,F-150,"67,588 miles",2016,White,Unknown,"No accidents, 3 Owners, Personal use",
GMC,Sierra 1500,"27,339 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$34,677 "
Ram,1500,"87,203 miles",2014,White,Gray,"No accidents, Personal use","$21,987 "
Ford,F-150,"84,713 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$32,498 "
Ford,Super Duty F-350,"53,262 miles",2017,Black,Gray,"No accidents, 1 Owner, Personal use","$48,987 "
Ram,1500,"35,561 miles",2017,Red,Unknown,"No accidents, 1 Owner, Personal use","$36,442 "
Ford,F-150,"84,499 miles",2016,Black,Unknown,"No accidents, 1 Owner, Personal use","$30,846 "
Ram,1500,"44,836 miles",2016,Red,Unknown,"No accidents, 1 Owner, Personal use","$34,476 "
Ford,F-150,"87,296 miles",2013,Red,Unknown,"No accidents, Personal use","$27,487 "
Ford,Super Duty F-350,"76,736 miles",2015,Black,Gray,"No accidents, 1 Owner, Personal use","$42,551 "
Ram,1500,"89,456 miles",2014,Black,Unknown,"No accidents, Personal use","$19,875 "
Ram,1500,"66,949 miles",2014,Black,Unknown,"No accidents, 1 Owner, Personal use","$21,997 "
Chevrolet,Silverado 2500HD,"75,768 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$41,918 "
Chevrolet,Colorado,"23,000 miles",2012,Blue,Black,"No accidents, Personal use","$19,493 "
Ram,2500,"106,497 miles",2013,Maroon,Brown,"No accidents, 1 Owner, Personal use","$38,371 "
Ford,F-150,"90,576 miles",2012,White,Gray,"No accidents, 1 Owner, Personal use","$21,723 "
Ford,F-150,"26,320 miles",2018,Blue,Unknown,"No accidents, 1 Owner, Personal use","$36,968 "
Ram,1500,"77,500 miles",2015,White,Gray,"No accidents, Personal use","$19,768 "
Chevrolet,Silverado 1500,"57,734 miles",2016,Silver,Black,"No accidents, 1 Owner, Personal use","$34,995 "
Chevrolet,Silverado 1500,"57,734 miles",2016,Silver,Black,"No accidents, 1 Owner, Personal use","$34,995 "
GMC,Sierra 1500,"32,500 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use",
Ram,3500,"98,698 miles",2014,White,Gray,"No accidents, 2 Owners, Personal use","$21,895 "
GMC,Sierra 2500HD,"106,662 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$47,495 "
Chevrolet,Silverado 3500HD,"8,032 miles",2020,White,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"12,061 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$37,895 "
Ram,2500,"116,357 miles",2011,Silver,Unknown,"No accidents, 1 Owner, Personal use","$16,895 "
GMC,Sierra 3500HD,"25,415 miles",2018,White,Unknown,"No accidents, Personal use","$41,495 "
